Keepwell Health Union - Economic Model (REVISED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonprofit Healthcare Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Cells formatted like this: ,,are input variables,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture & Fixtures,"$25,000","$40,000","Waiting room, offices, staff areas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT Systems Setup,"$25,000","$40,000","EHR, scheduling, security, devices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-Launch Staffing,"$50,000","$75,000","Hiring, training, credentialing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Initial Marketing,"$25,000","$40,000","Employer outreach, branding, materials",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Reserve (18 months),"$350,000","$500,000","REVISED: Cash reserves for initial operating losses (~$1.64M over 36 months)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Startup Capital Needed,"$675,000","$995,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recommended Target: $800000 for safety margin (REDUCED from $1M due to better economics),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sources of Capital:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Philanthropic grants (healthcare foundations),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Impact investors (loan or convertible note with restrictions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Forward commitments from anchor employer clients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Community development financial institutions (CDFIs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEY CHANGE: Required capital reduced from $1M to $800k due to faster break-even,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PART 10: SUMMARY & RECOMMENDATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Findings (REVISED MODEL):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. At $450/member/month the model is financially sustainable at much smaller scale (>500 members),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. Break-even occurs around 500-600 members (IMPROVED from 750-900),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. Employer saves $10000-$15000 per employee per year vs traditional insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Initial capital requirement: $800k (REDUCED from $1M) - covers startup + operating losses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Mental health staffing at 1 per 333 members provides 3x better access than traditional while maintaining strong economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Reinsurance costs ~10% of member fees ($54/member/month) for catastrophic coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. At 1000 members annual surplus of $1.05M (NEARLY DOUBLE previous model) available for reserves and expansion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. Cumulative losses through month 36: ~$1.64M (vs $2.81M in generous staffing model),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. Monthly break-even achieved around month 23 (with continued growth after that point),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Low churn (2-2.5%) through employer groups remains essential to model sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critical Success Factors:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Secure 1-2 anchor employers (200-400 employees total) before launch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Maintain low administrative overhead (Federation model allows shared services),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Invest appropriately in mental health (3 therapists at 1000 members = excellent differentiation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Track mental health utilization closely and adjust staffing based on demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Negotiate strong reinsurance rates (critical to margins),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Focus on preventive care utilization (reduces long-term costs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Maintain clinical quality to minimize member churn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recommended Pilot Path (UPDATED):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase 1 (Months 1-6): Launch with 100-200 members validate operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase 2 (Months 7-12): Grow to 400-500 members optimize staffing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase 3 (Months 13-24): Reach 600-800 members approach break-even (achieved ~month 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase 4 (Months 25-36): Scale to 1000-1200 members build substantial reserves for expansion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mental Health Staffing Strategy:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Start with 1 therapist per 250-300 members (generous initial access),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Track utilization rates monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- If utilization >50% and wait times >1 week add capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- If utilization <30% maintain current staffing and improve engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Target: <7 day wait time for first therapy appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Consider group therapy and digital mental health tools to extend capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCLUSION: This revised model demonstrates that Keepwell Health Union is economically viable with significantly improved margins and faster path to sustainability while still providing dramatically better mental health access than traditional insurance.
